val/loss,train/loss,train/step_loss,iter,_step,lr,_runtime,_timestamp,Sample Generation,seed
,,1.9486788511276245,340.0,36,,56.959495,1779636962.8414214,,3740
,,1.9355477094650269,350.0,37,,57.9033658,1779636963.7862065,,3740
,,1.9004586935043335,360.0,38,,58.8642757,1779636964.7467418,,3740
,,1.8901159763336182,370.0,39,,59.8232701,1779636965.7061157,,3740
,,1.8312039375305176,380.0,40,,60.7714294,1779636966.653824,,3740
,,1.8477014303207397,390.0,41,,61.7543321,1779636967.637179,,3740
,,1.8657293319702148,400.0,42,,62.7048296,1779636968.58767,,3740
,,1.804479718208313,410.0,43,,63.6570437,1779636969.5398903,,3740
,,1.8228811025619507,420.0,44,,64.6328379,1779636970.5156214,,3740
,,1.7751123905181885,430.0,45,,65.5803307,1779636971.4629211,,3740
,,1.7728943824768066,440.0,46,,66.5401377,1779636972.422163,,3740
,,1.7400317192077637,450.0,47,,67.4831715,1779636973.3660176,,3740
,,1.7520372867584229,460.0,48,,68.4452552,1779636974.3280075,,3740
,,1.7524206638336182,470.0,49,,69.4045524,1779636975.2873979,,3740
,,1.7516186237335205,480.0,50,,70.3618546,1779636976.2445397,,3740
,,1.698280930519104,490.0,51,,71.3098614,1779636977.1927068,,3740
1.7963541746139526,1.6177209615707397,,500.0,52,0.0009852826883675631,84.3830824,1779636990.2658145,,3740
,,1.7340556383132935,500.0,53,,84.4815607,1779636990.3638594,,3740
,,1.6909383535385132,510.0,54,,85.4410859,1779636991.323928,,3740
,,1.6767483949661255,520.0,55,,86.3939841,1779636992.2761023,,3740
,,1.699305534362793,530.0,56,,87.3566602,1779636993.239507,,3740
,,1.7036783695220947,540.0,57,,88.307411,1779636994.1901193,,3740
,,1.6731393337249756,550.0,58,,89.2688109,1779636995.1516514,,3740
,,1.6362508535385132,560.0,59,,90.2170388,1779636996.1003897,,3740
,,1.6138757467269897,570.0,60,,91.1706698,1779636997.053476,,3740
,,1.6178550720214844,580.0,61,,92.126082,1779636998.0082667,,3740
,,1.6094586849212646,590.0,62,,93.0977492,1779636998.979919,,3740
,,1.6168286800384521,600.0,63,,94.0570619,1779636999.9396093,,3740
,,1.6200065612792969,610.0,64,,95.0064468,1779637000.888611,,3740
,,1.6074743270874023,620.0,65,,95.9555233,1779637001.83837,,3740
,,1.6106154918670654,630.0,66,,96.9122939,1779637002.7951384,,3740
,,1.5752620697021484,640.0,67,,97.8760725,1779637003.7590275,,3740
,,1.5390957593917847,650.0,68,,98.8186517,1779637004.7020025,,3740
,,1.5923324823379517,660.0,69,,99.7742845,1779637005.6567569,,3740
,,1.583202600479126,670.0,70,,100.7227045,1779637006.6055357,,3740
,,1.571111798286438,680.0,71,,101.6865747,1779637007.5694149,,3740
,,1.5360100269317627,690.0,72,,102.6423344,1779637008.5256853,,3740
,,1.5195995569229126,700.0,73,,103.5928465,1779637009.4755843,,3740
,,1.5472240447998047,710.0,74,,104.544312,1779637010.4267926,,3740
,,1.504526972770691,720.0,75,,105.5009153,1779637011.3833344,,3740
,,1.5313395261764526,730.0,76,,106.4641833,1779637012.3469932,,3740
,,1.5110301971435547,740.0,77,,107.4163811,1779637013.2992232,,3740
1.6442774534225464,1.4351511001586914,,750.0,78,0.0009614856803571157,120.5288008,1779637026.4115276,,3740
,,1.4992625713348389,750.0,79,,120.6312047,1779637026.5137436,,3740
,,1.5131456851959229,760.0,80,,121.5888953,1779637027.47174,,3740
,,1.5103927850723267,770.0,81,,122.548237,1779637028.4310813,,3740
,,1.5308201313018799,780.0,82,,123.5070215,1779637029.3898683,,3740
,,1.5185797214508057,790.0,83,,124.4618634,1779637030.3446655,,3740
,,1.4892040491104126,800.0,84,,125.4242861,1779637031.3071315,,3740
,,1.4950456619262695,810.0,85,,126.3817986,1779637032.264443,,3740
,,1.47163724899292,820.0,86,,127.3344108,1779637033.2172534,,3740
,,1.5084259510040283,830.0,87,,128.2881028,1779637034.170838,,3740
,,1.4885278940200806,840.0,88,,129.2556779,1779637035.1379824,,3740
,,1.4771552085876465,850.0,89,,130.2133897,1779637036.0962358,,3740
,,1.4750548601150513,860.0,90,,131.1690052,1779637037.05178,,3740
,,1.4644591808319092,870.0,91,,132.1299339,1779637038.012713,,3740
,,1.5196300745010376,880.0,92,,133.076357,1779637038.959203,,3740
,,1.482094645500183,890.0,93,,134.0371831,1779637039.920027,,3740
,,1.4040367603302002,900.0,94,,134.9998472,1779637040.8826923,,3740
,,1.409851312637329,910.0,95,,135.9630608,1779637041.8453581,,3740
,,1.4653708934783936,920.0,96,,136.9215736,1779637042.804419,,3740
,,1.4547080993652344,930.0,97,,137.8785323,1779637043.761378,,3740
,,1.4642397165298462,940.0,98,,138.8440024,1779637044.7268488,,3740
,,1.4440631866455078,950.0,99,,139.8001198,1779637045.6819658,,3740
,,1.4372764825820923,960.0,100,,140.7564536,1779637046.6392868,,3740
,,1.4210799932479858,970.0,101,,141.7095829,1779637047.5914302,,3740
,,1.4059208631515503,980.0,102,,142.6606209,1779637048.5434663,,3740
,,1.454047441482544,990.0,103,,143.61508,1779637049.4975328,,3740
1.571967363357544,1.3463544845581055,,1000.0,104,0.0009271396472013282,156.6979987,1779637062.5797238,,3740
,,1.4075711965560913,1000.0,105,,156.7946965,1779637062.6765263,,3740
,,1.423769235610962,1010.0,106,,157.7492641,1779637063.6321082,,3740
,,1.4113471508026123,1020.0,107,,158.705112,1779637064.5876365,,3740
,,1.4247775077819824,1030.0,108,,159.6626719,1779637065.5451536,,3740
,,1.4041959047317505,1040.0,109,,160.6159309,1779637066.498115,,3740
,,1.4373440742492676,1050.0,110,,161.5814513,1779637067.4642944,,3740
,,1.4200447797775269,1060.0,111,,162.5485256,1779637068.4313676,,3740
,,1.4024980068206787,1070.0,112,,163.5007215,1779637069.383563,,3740
,,1.385127067565918,1080.0,113,,164.4459557,1779637070.3288,,3740
,,1.397985577583313,1090.0,114,,165.401049,1779637071.2838466,,3740
,,1.4118967056274414,1100.0,115,,166.3560039,1779637072.2388504,,3740
,,1.3915011882781982,1110.0,116,,167.3112468,1779637073.1938396,,3740
,,1.3862241506576538,1120.0,117,,168.2710444,1779637074.1538901,,3740
,,1.400105357170105,1130.0,118,,169.222935,1779637075.1056488,,3740
,,1.4221707582473755,1140.0,119,,170.1755066,1779637076.0583024,,3740
,,1.403307318687439,1150.0,120,,171.13436,1779637077.0171716,,3740
,,1.3786344528198242,1160.0,121,,172.0894939,1779637077.9723396,,3740
,,1.3590954542160034,1170.0,122,,173.0425067,1779637078.9253507,,3740
,,1.3671239614486694,1180.0,123,,173.9939231,1779637079.876441,,3740
,,1.364333987236023,1190.0,124,,174.9492875,1779637080.832133,,3740
,,1.3646541833877563,1200.0,125,,175.9019798,1779637081.7848017,,3740
,,1.3494094610214233,1210.0,126,,176.8599274,1779637082.7427723,,3740
,,1.349467158317566,1220.0,127,,177.8209811,1779637083.703229,,3740
,,1.3636037111282349,1230.0,128,,178.7733184,1779637084.655627,,3740
,,1.3464840650558472,1240.0,129,,179.721452,1779637085.6042933,,3740
1.5265220403671265,1.2808403968811035,,1250.0,130,0.000883125098683892,192.8365203,1779637098.7180576,,3740
,,1.38275146484375,1250.0,131,,192.9354732,1779637098.817518,,3740
,,1.3733716011047363,1260.0,132,,193.8905673,1779637099.7734084,,3740
,,1.3259096145629883,1270.0,133,,194.8430103,1779637100.7258515,,3740
,,1.3681360483169556,1280.0,134,,195.8155951,1779637101.6984398,,3740
,,1.3271886110305786,1290.0,135,,196.7639428,1779637102.6467886,,3740
,,1.3590476512908936,1300.0,136,,197.7352494,1779637103.6180918,,3740
,,1.3440812826156616,1310.0,137,,198.6914855,1779637104.5743325,,3740
,,1.289431095123291,1320.0,138,,199.6374562,1779637105.5204933,,3740
,,1.3152607679367065,1330.0,139,,200.5952672,1779637106.4780369,,3740
,,1.330428123474121,1340.0,140,,201.5427829,1779637107.4247406,,3740
,,1.3579161167144775,1350.0,141,,202.4907201,1779637108.3735669,,3740
,,1.3564542531967163,1360.0,142,,203.4416656,1779637109.3245058,,3740
,,1.3178447484970093,1370.0,143,,204.3928453,1779637110.2755475,,3740
,,1.331730604171753,1380.0,144,,205.3500627,1779637111.2324595,,3740
,,1.3453086614608765,1390.0,145,,206.3010288,1779637112.1838539,,3740
,,1.3348429203033447,1400.0,146,,207.2477823,1779637113.1306298,,3740
,,1.3162600994110107,1410.0,147,,208.2135235,1779637114.0962052,,3740
,,1.3081353902816772,1420.0,148,,209.1675135,1779637115.0503607,,3740
,,1.3127979040145874,1430.0,149,,210.1238674,1779637116.0067108,,3740
,,1.326214075088501,1440.0,150,,211.0839048,1779637116.9667456,,3740
,,1.3008836507797241,1450.0,151,,212.0420627,1779637117.9249005,,3740
,,1.3058127164840698,1460.0,152,,213.0010645,1779637118.8840086,,3740
,,1.3241286277770996,1470.0,153,,213.9515305,1779637119.8343773,,3740
,,1.308620572090149,1480.0,154,,214.9062648,1779637120.7890954,,3740
,,1.3150159120559692,1490.0,155,,215.8640419,1779637121.7468858,,3740
1.5182676315307617,1.2344108819961548,,1500.0,156,0.0008305704108364302,228.9733842,1779637134.8562293,,3740
,,1.297160029411316,1500.0,157,,229.0768063,1779637134.9587305,,3740
,,1.3052784204483032,1510.0,158,,230.0407528,1779637135.9234345,,3740
,,1.3020669221878052,1520.0,159,,230.9984146,1779637136.8812594,,3740
,,1.2821182012557983,1530.0,160,,231.9752845,1779637137.8581297,,3740
,,1.2897429466247559,1540.0,161,,232.9273613,1779637138.8102064,,3740
,,1.3079710006713867,1550.0,162,,233.8880637,1779637139.7709074,,3740
,,1.2886539697647095,1560.0,163,,234.8467867,1779637140.7296338,,3740
,,1.2789223194122314,1570.0,164,,235.8018545,1779637141.6846662,,3740
,,1.2813522815704346,1580.0,165,,236.7521793,1779637142.6350253,,3740
,,1.3140528202056885,1590.0,166,,237.7230969,1779637143.6057792,,3740
,,1.3152388334274292,1600.0,167,,238.6853581,1779637144.5678306,,3740
,,1.270524024963379,1610.0,168,,239.6538606,1779637145.536521,,3740
,,1.278839111328125,1620.0,169,,240.6080296,1779637146.4908762,,3740
,,1.3020786046981812,1630.0,170,,241.5609527,1779637147.4443035,,3740
,,1.2681210041046143,1640.0,171,,242.5207188,1779637148.4035466,,3740
,,1.272043228149414,1650.0,172,,243.4749482,1779637149.357507,,3740
,,1.28237783908844,1660.0,173,,244.4311878,1779637150.3140337,,3740
,,1.2756903171539307,1670.0,174,,245.3884059,1779637151.2712512,,3740
,,1.2667391300201416,1680.0,175,,246.3459608,1779637152.2288074,,3740
,,1.2587391138076782,1690.0,176,,247.3051772,1779637153.1879323,,3740
,,1.283435583114624,1700.0,177,,248.2601379,1779637154.1429343,,3740
,,1.2598156929016113,1710.0,178,,249.217909,1779637155.1012597,,3740
,,1.2965736389160156,1720.0,179,,250.1754108,1779637156.0575492,,3740
,,1.28904128074646,1730.0,180,,251.1294064,1779637157.0122519,,3740
,,1.2708098888397217,1740.0,181,,252.1090168,1779637157.9917142,,3740
1.497206449508667,1.1949546337127686,,1750.0,182,0.0007708228984017721,265.2308726,1779637171.1132247,,3740
,,1.2318158149719238,1750.0,183,,265.3279266,1779637171.2106051,,3740
,,1.2803140878677368,1760.0,184,,266.2865256,1779637172.1695504,,3740
,,1.2642391920089722,1770.0,185,,267.2489681,1779637173.131505,,3740
,,1.28367018699646,1780.0,186,,268.2103137,1779637174.093141,,3740
,,1.2826027870178223,1790.0,187,,269.1667947,1779637175.0501456,,3740
,,1.2608850002288818,1800.0,188,,270.1215829,1779637176.004383,,3740
,,1.2385404109954834,1810.0,189,,271.0805045,1779637176.9633508,,3740
,,1.2559502124786377,1820.0,190,,272.0240501,1779637177.9064379,,3740
,,1.229512333869934,1830.0,191,,272.9802229,1779637178.8628666,,3740
,,1.263674020767212,1840.0,192,,273.9255602,1779637179.8084066,,3740
,,1.2735532522201538,1850.0,193,,274.8814782,1779637180.7643247,,3740
,,1.2545337677001953,1860.0,194,,275.837619,1779637181.720463,,3740
,,1.2386133670806885,1870.0,195,,276.7843796,1779637182.6672235,,3740
,,1.2266656160354614,1880.0,196,,277.7448627,1779637183.62771,,3740
,,1.2475837469100952,1890.0,197,,278.7056562,1779637184.5890071,,3740
,,1.229990005493164,1900.0,198,,279.6605163,1779637185.5433583,,3740
,,1.242571473121643,1910.0,199,,280.6083598,1779637186.4911535,,3740
,,1.2446174621582031,1920.0,200,,281.5697853,1779637187.4524684,,3740
,,1.2464381456375122,1930.0,201,,282.5267842,1779637188.4095352,,3740
,,1.2654361724853516,1940.0,202,,283.4839442,1779637189.367295,,3740
,,1.2752844095230103,1950.0,203,,284.4355037,1779637190.318349,,3740
,,1.2790943384170532,1960.0,204,,285.3921098,1779637191.274954,,3740
,,1.226393222808838,1970.0,205,,286.3500822,1779637192.232927,,3740
,,1.2493005990982056,1980.0,206,,287.3013097,1779637193.1839821,,3740
,,1.267063856124878,1990.0,207,,288.2534098,1779637194.1362536,,3740
1.4900927543640137,1.161123275756836,,2000.0,208,0.0007054142744895884,301.3561353,1779637207.2381763,,3740
,,1.231290340423584,2000.0,209,,301.4549669,1779637207.3376472,,3740
,,1.2476838827133179,2010.0,210,,302.4082404,1779637208.2910867,,3740
,,1.2343039512634277,2020.0,211,,303.3640959,1779637209.2469392,,3740
,,1.2574715614318848,2030.0,212,,304.3272415,1779637210.2100863,,3740
,,1.2453842163085938,2040.0,213,,305.2798344,1779637211.1626806,,3740
,,1.2618250846862793,2050.0,214,,306.2296179,1779637212.1124604,,3740
,,1.226189136505127,2060.0,215,,307.1930429,1779637213.074461,,3740
,,1.2385417222976685,2070.0,216,,308.1698833,1779637214.0524077,,3740
,,1.2084455490112305,2080.0,217,,309.1297299,1779637215.012553,,3740
,,1.2380906343460083,2090.0,218,,310.0997584,1779637215.9826038,,3740
,,1.2116624116897583,2100.0,219,,311.052185,1779637216.9350297,,3740
,,1.233135461807251,2110.0,220,,312.0193053,1779637217.9018793,,3740
,,1.2087137699127197,2120.0,221,,312.968776,1779637218.8507826,,3740
,,1.226830005645752,2130.0,222,,313.9172281,1779637219.7999492,,3740
,,1.2406655550003052,2140.0,223,,314.8934471,1779637220.7762864,,3740
,,1.2022936344146729,2150.0,224,,315.839956,1779637221.722799,,3740
,,1.2171322107315063,2160.0,225,,316.7982346,1779637222.6808827,,3740
,,1.2327908277511597,2170.0,226,,317.7412206,1779637223.6240644,,3740
,,1.2115564346313477,2180.0,227,,318.700147,1779637224.5829923,,3740
,,1.217417597770691,2190.0,228,,319.650479,1779637225.533326,,3740
,,1.2237191200256348,2200.0,229,,320.6017026,1779637226.4845495,,3740
,,1.2130159139633179,2210.0,230,,321.5485408,1779637227.4313858,,3740
,,1.1941324472427368,2220.0,231,,322.512131,1779637228.3948994,,3740
,,1.211480736732483,2230.0,232,,323.4776097,1779637229.3604553,,3740
,,1.220136046409607,2240.0,233,,324.4359568,1779637230.3187618,,3740
1.4853646755218506,1.119254469871521,,2250.0,234,0.0006360213829156177,337.5260031,1779637243.407528,,3740
,,1.1966935396194458,2250.0,235,,337.6290511,1779637243.5118964,,3740
,,1.1999869346618652,2260.0,236,,338.5827405,1779637244.4655,,3740
,,1.2237268686294556,2270.0,237,,339.5344372,1779637245.417281,,3740
,,1.1921426057815552,2280.0,238,,340.4744143,1779637246.357013,,3740
,,1.2332617044448853,2290.0,239,,341.429785,1779637247.312631,,3740
,,1.2148834466934204,2300.0,240,,342.3812654,1779637248.2646163,,3740
,,1.1855785846710205,2310.0,241,,343.3350381,1779637249.217875,,3740
,,1.201316237449646,2320.0,242,,344.2903704,1779637250.1732118,,3740
,,1.211792230606079,2330.0,243,,345.2399993,1779637251.1228447,,3740
,,1.19235098361969,2340.0,244,,346.1955354,1779637252.0776095,,3740
,,1.2009140253067017,2350.0,245,,347.1434004,1779637253.0267513,,3740
,,1.2290863990783691,2360.0,246,,348.1029402,1779637253.9855583,,3740
,,1.2088760137557983,2370.0,247,,349.0537471,1779637254.936498,,3740
,,1.2024540901184082,2380.0,248,,350.0228807,1779637255.9056478,,3740
,,1.20784330368042,2390.0,249,,350.9762376,1779637256.8590844,,3740
,,1.1838867664337158,2400.0,250,,351.9290114,1779637257.8118563,,3740
,,1.2136309146881104,2410.0,251,,352.882312,1779637258.7651584,,3740
,,1.1802722215652466,2420.0,252,,353.8406298,1779637259.7226489,,3740
,,1.1576781272888184,2430.0,253,,354.7925118,1779637260.67481,,3740
,,1.210937261581421,2440.0,254,,355.7607929,1779637261.6436386,,3740
,,1.1639431715011597,2450.0,255,,356.7176234,1779637262.6004694,,3740
,,1.198712706565857,2460.0,256,,357.6917296,1779637263.5742984,,3740
,,1.153219223022461,2470.0,257,,358.6656113,1779637264.5481613,,3740
,,1.1667567491531372,2480.0,258,,359.6864138,1779637265.5692585,,3740
,,1.1714690923690796,2490.0,259,,360.6652865,1779637266.5481331,,3740
1.4813470840454102,1.0871570110321045,,2500.0,260,0.000564423209907245,373.9415352,1779637279.8233535,,3740
,,1.160902500152588,2500.0,261,,374.0408196,1779637279.9229493,,3740
,,1.1789796352386475,2510.0,262,,375.0172117,1779637280.899497,,3740
,,1.1647197008132935,2520.0,263,,375.9892891,1779637281.8717337,,3740
,,1.1645047664642334,2530.0,264,,376.9946721,1779637282.8772874,,3740
,,1.160215973854065,2540.0,265,,378.0235095,1779637283.9059944,,3740
,,1.1757404804229736,2550.0,266,,378.9951329,1779637284.8774645,,3740
,,1.1589686870574951,2560.0,267,,379.9421319,1779637285.8241143,,3740
,,1.1573494672775269,2570.0,268,,380.8990558,1779637286.7808988,,3740
,,1.1925910711288452,2580.0,269,,381.8559352,1779637287.7379816,,3740
,,1.182395339012146,2590.0,270,,382.8141613,1779637288.6969793,,3740
,,1.182930588722229,2600.0,271,,383.7897884,1779637289.6726344,,3740
,,1.1473212242126465,2610.0,272,,384.7616575,1779637290.6440988,,3740
,,1.1552329063415527,2620.0,273,,385.7252844,1779637291.6079311,,3740
,,1.1700516939163208,2630.0,274,,386.6981262,1779637292.5807781,,3740
,,1.1306730508804321,2640.0,275,,387.6884055,1779637293.57125,,3740
,,1.1655328273773193,2650.0,276,,388.6454464,1779637294.5278807,,3740
,,1.132611632347107,2660.0,277,,389.6044435,1779637295.4872901,,3740
,,1.1634280681610107,2670.0,278,,390.5598437,1779637296.4424086,,3740
,,1.1336265802383423,2680.0,279,,391.5315262,1779637297.4143674,,3740
,,1.1694363355636597,2690.0,280,,392.5252178,1779637298.4072156,,3740
,,1.1279975175857544,2700.0,281,,393.4813688,1779637299.3642163,,3740
,,1.133217692375183,2710.0,282,,394.4565479,1779637300.3388426,,3740
,,1.1283844709396362,2720.0,283,,395.4380124,1779637301.320363,,3740
,,1.1402958631515503,2730.0,284,,396.4707129,1779637302.3535585,,3740
,,1.1614983081817627,2740.0,285,,397.440392,1779637303.323238,,3740
1.4916225671768188,1.0576167106628418,,2750.0,286,0.0004924552772419723,410.6416059,1779637316.5236962,,3740
,,1.1254236698150635,2750.0,287,,410.7394595,1779637316.6223035,,3740
,,1.1491725444793701,2760.0,288,,411.6945423,1779637317.5773394,,3740
,,1.1386446952819824,2770.0,289,,412.6463129,1779637318.5291574,,3740
,,1.1169731616973877,2780.0,290,,413.6130895,1779637319.495936,,3740
,,1.1591764688491821,2790.0,291,,414.5633946,1779637320.4453783,,3740
,,1.1320617198944092,2800.0,292,,415.5143637,1779637321.3972101,,3740
,,1.1491137742996216,2810.0,293,,416.490524,1779637322.3733702,,3740
,,1.1507502794265747,2820.0,294,,417.4501104,1779637323.3327165,,3740
,,1.1553747653961182,2830.0,295,,418.4091608,1779637324.2920072,,3740
,,1.125498652458191,2840.0,296,,419.3727076,1779637325.2555532,,3740
,,1.1202011108398438,2850.0,297,,420.3240535,1779637326.2068326,,3740
,,1.145638108253479,2860.0,298,,421.2806481,1779637327.1634943,,3740
,,1.1302170753479004,2870.0,299,,422.2469198,1779637328.1297653,,3740
,,1.1432490348815918,2880.0,300,,423.2065049,1779637329.08935,,3740
,,1.1095218658447266,2890.0,301,,424.1593895,1779637330.0422137,,3740
,,1.135898232460022,2900.0,302,,425.1165826,1779637330.9994292,,3740
,,1.1378376483917236,2910.0,303,,426.0752342,1779637331.958585,,3740
,,1.1362965106964111,2920.0,304,,427.0391684,1779637332.922012,,3740
,,1.1026766300201416,2930.0,305,,427.990539,1779637333.8733826,,3740
,,1.1339538097381592,2940.0,306,,428.9513909,1779637334.8340113,,3740
,,1.13375985622406,2950.0,307,,429.9096392,1779637335.7923188,,3740
,,1.1259561777114868,2960.0,308,,430.8651079,1779637336.7484589,,3740
,,1.0911803245544434,2970.0,309,,431.8165818,1779637337.6995726,,3740
,,1.1058233976364136,2980.0,310,,432.7738223,1779637338.6566656,,3740
,,1.1024806499481201,2990.0,311,,433.7236099,1779637339.6064498,,3740
1.4903149604797363,1.0235556364059448,,3000.0,312,0.0004219625860160354,446.8108958,1779637352.6932445,,3740
,,1.1277090311050415,3000.0,313,,446.9114841,1779637352.794215,,3740
,,1.1333558559417725,3010.0,314,,447.8748034,1779637353.7576482,,3740
,,1.130692958831787,3020.0,315,,448.8274018,1779637354.710248,,3740
,,1.1350905895233154,3030.0,316,,449.785011,1779637355.667854,,3740
,,1.1328243017196655,3040.0,317,,450.7334458,1779637356.616292,,3740
,,1.1223440170288086,3050.0,318,,451.6971655,1779637357.579749,,3740
,,1.1303539276123047,3060.0,319,,452.660442,1779637358.5425124,,3740
,,1.1160742044448853,3070.0,320,,453.6177519,1779637359.4999611,,3740
,,1.0948587656021118,3080.0,321,,454.5725477,1779637360.4553938,,3740
,,1.1028573513031006,3090.0,322,,455.5264729,1779637361.4098237,,3740
,,1.1500966548919678,3100.0,323,,456.4829692,1779637362.3658154,,3740
,,1.1027268171310425,3110.0,324,,457.4595452,1779637363.3423767,,3740
,,1.111314296722412,3120.0,325,,458.4152799,1779637364.2981253,,3740
,,1.0905020236968994,3130.0,326,,459.370234,1779637365.2526755,,3740
,,1.108956217765808,3140.0,327,,460.3383539,1779637366.221198,,3740
,,1.1174671649932861,3150.0,328,,461.2982324,1779637367.1810794,,3740
,,1.103027105331421,3160.0,329,,462.2598234,1779637368.1418905,,3740
,,1.099156379699707,3170.0,330,,463.220658,1779637369.1034515,,3740
,,1.0919653177261353,3180.0,331,,464.172962,1779637370.055809,,3740
,,1.0898758172988892,3190.0,332,,465.1260955,1779637371.0089397,,3740
,,1.1075400114059448,3200.0,333,,466.077639,1779637371.9604845,,3740
,,1.0911028385162354,3210.0,334,,467.0322275,1779637372.9150724,,3740
,,1.0887562036514282,3220.0,335,,467.986125,1779637373.8694758,,3740
,,1.089928388595581,3230.0,336,,468.9545204,1779637374.8373601,,3740
,,1.1054099798202515,3240.0,337,,469.9186704,1779637375.801495,,3740
1.5043684244155884,0.9921006560325623,,3250.0,338,0.00035475231739709885,483.0359387,1779637388.918781,,3740
,,1.056941032409668,3250.0,339,,483.1323014,1779637389.0151474,,3740
,,1.0904264450073242,3260.0,340,,484.0794645,1779637389.9623086,,3740
,,1.1105695962905884,3270.0,341,,485.0346319,1779637390.9174778,,3740
,,1.085974097251892,3280.0,342,,485.9886399,1779637391.8714836,,3740
,,1.1067310571670532,3290.0,343,,486.9494776,1779637392.8321867,,3740
,,1.0847971439361572,3300.0,344,,487.901785,1779637393.7836313,,3740
,,1.0736618041992188,3310.0,345,,488.8673847,1779637394.7502275,,3740
,,1.1011064052581787,3320.0,346,,489.8249696,1779637395.7077918,,3740
,,1.0898936986923218,3330.0,347,,490.7796747,1779637396.6625216,,3740
,,1.093707799911499,3340.0,348,,491.7346321,1779637397.617476,,3740
,,1.1227991580963135,3350.0,349,,492.694553,1779637398.577137,,3740
,,1.085339903831482,3360.0,350,,493.6507629,1779637399.5334706,,3740
,,1.0979856252670288,3370.0,351,,494.6234507,1779637400.5062983,,3740
,,1.098349928855896,3380.0,352,,495.5725282,1779637401.4551198,,3740
,,1.0852110385894775,3390.0,353,,496.531558,1779637402.4142625,,3740
,,1.079283356666565,3400.0,354,,497.4974717,1779637403.3803082,,3740
,,1.0653609037399292,3410.0,355,,498.44958,1779637404.332424,,3740
,,1.0769951343536377,3420.0,356,,499.4179801,1779637405.300629,,3740
,,1.0865870714187622,3430.0,357,,500.3712775,1779637406.2541237,,3740
,,1.0700713396072388,3440.0,358,,501.3212672,1779637407.2041123,,3740
,,1.0788224935531616,3450.0,359,,502.3058394,1779637408.1886837,,3740
,,1.0874875783920288,3460.0,360,,503.3285275,1779637409.2102075,,3740
,,1.0724170207977295,3470.0,361,,504.2888077,1779637410.171643,,3740
,,1.080272912979126,3480.0,362,,505.2433868,1779637411.1262324,,3740
,,1.0843563079833984,3490.0,363,,506.1966501,1779637412.07937,,3740
1.5042184591293335,0.9624069929122925,,3500.0,364,0.0002925475029450237,519.3021787,1779637425.1844714,,3740
,,1.0669217109680176,3500.0,365,,519.4039815,1779637425.286825,,3740
,,1.0997989177703857,3510.0,366,,520.3563941,1779637426.2391727,,3740
