train/loss,iter,_step,_runtime,val/loss,train/step_loss,Sample Generation,lr,_timestamp,seed
,3520.0,367,548.4575939,,1.1300400495529175,,,1779638195.2068503,3740
,3530.0,368,549.4818513,,1.123314380645752,,,1779638196.2307804,3740
,3540.0,369,550.5006869,,1.0971555709838867,,,1779638197.2498066,3740
,3550.0,370,551.5341849,,1.1337848901748657,,,1779638198.2832618,3740
,3560.0,371,552.5541079,,1.126167893409729,,,1779638199.3032265,3740
,3570.0,372,553.5774812,,1.104219913482666,,,1779638200.3266013,3740
,3580.0,373,554.5993049,,1.1059560775756836,,,1779638201.3474522,3740
,3590.0,374,555.6168444,,1.136333703994751,,,1779638202.3655195,3740
,3600.0,375,556.647123,,1.1029149293899536,,,1779638203.396242,3740
,3610.0,376,557.6667776,,1.1162505149841309,,,1779638204.4158957,3740
,3620.0,377,558.6901651,,1.11102294921875,,,1779638205.4392235,3740
,3630.0,378,559.7158464,,1.1111546754837036,,,1779638206.4649663,3740
,3640.0,379,560.734368,,1.118746280670166,,,1779638207.4830968,3740
,3650.0,380,561.7573616,,1.1251139640808105,,,1779638208.5064788,3740
,3660.0,381,562.7862041,,1.1101187467575073,,,1779638209.5352979,3740
,3670.0,382,563.8184189,,1.1165908575057983,,,1779638210.5672662,3740
,3680.0,383,564.8479509,,1.1205323934555054,,,1779638211.5970695,3740
,3690.0,384,565.861955,,1.1001893281936646,,,1779638212.6110752,3740
,3700.0,385,566.8943469,,1.0970122814178467,,,1779638213.6434653,3740
,3710.0,386,567.9088757,,1.090016484260559,,,1779638214.6579926,3740
,3720.0,387,568.9366632,,1.1090335845947266,,,1779638215.6856523,3740
,3730.0,388,569.9609678,,1.1174124479293823,,,1779638216.7100852,3740
,3740.0,389,570.9788765,,1.0857419967651367,,,1779638217.7279947,3740
0.981007993221283,3750.0,390,584.6449959,1.4827743768692017,,,0.00023694285222843113,1779638231.3941817,3740
,3750.0,391,584.751211,,1.1046251058578491,,,1779638231.4999738,3740
,3760.0,392,585.7906893,,1.083607792854309,,,1779638232.5398066,3740
,3770.0,393,586.8304295,,1.096074104309082,,,1779638233.5794268,3740
,3780.0,394,587.8666219,,1.1240589618682861,,,1779638234.6151774,3740
,3790.0,395,589.017469,,1.0984461307525635,,,1779638235.766589,3740
,3800.0,396,590.091749,,1.080676794052124,,,1779638236.840869,3740
,3810.0,397,591.1853991,,1.0941442251205444,,,1779638237.9345176,3740
,3820.0,398,592.2285977,,1.092635989189148,,,1779638238.9777133,3740
,3830.0,399,593.2734437,,1.095217227935791,,,1779638240.0225437,3740
,3840.0,400,594.3374057,,1.0966509580612183,,,1779638241.086524,3740
,3850.0,401,595.3732325,,1.0890610218048096,,,1779638242.1222937,3740
,3860.0,402,596.3985702,,1.1001884937286377,,,1779638243.146749,3740
,3870.0,403,597.4328884,,1.080267310142517,,,1779638244.1820052,3740
,3880.0,404,598.4653804,,1.089434266090393,,,1779638245.2144494,3740
,3890.0,405,599.4965168,,1.095564842224121,,,1779638246.245614,3740
,3900.0,406,600.5201021,,1.0897709131240845,,,1779638247.2681348,3740
,3910.0,407,601.5515646,,1.109325885772705,,,1779638248.300438,3740
,3920.0,408,602.5793405,,1.0879665613174438,,,1779638249.3278093,3740
,3930.0,409,603.6154522,,1.076779842376709,,,1779638250.3645704,3740
,3940.0,410,604.6379509,,1.1072505712509155,,,1779638251.3868499,3740
,3950.0,411,605.6640004,,1.0972198247909546,,,1779638252.4131196,3740
,3960.0,412,606.6835518,,1.088567852973938,,,1779638253.433176,3740
,3970.0,413,607.7131075,,1.0874311923980713,,,1779638254.462162,3740
,3980.0,414,608.7433358,,1.0602731704711914,,,1779638255.4924538,3740
,3990.0,415,609.7750698,,1.0709072351455688,,,1779638256.5241873,3740
0.9615703821182251,4000.0,416,623.2623062,1.504056692123413,,,0.00018936387015941957,1779638270.0104978,3740
,4000.0,417,623.3673967,,1.082772970199585,,,1779638270.1162758,3740
,4010.0,418,624.3932054,,1.1030998229980469,,,1779638271.1421523,3740
,4020.0,419,625.4231256,,1.0922882556915283,,,1779638272.1722453,3740
,4030.0,420,626.4566848,,1.0792980194091797,,,1779638273.205775,3740
,4040.0,421,627.4885389,,1.085242509841919,,,1779638274.237658,3740
,4050.0,422,628.5185775,,1.060514211654663,,,1779638275.2676976,3740
,4060.0,423,629.548888,,1.0974682569503784,,,1779638276.2975783,3740
,4070.0,424,630.6095401,,1.067800521850586,,,1779638277.3580828,3740
,4080.0,425,631.6261615,,1.0698190927505493,,,1779638278.3752537,3740
,4090.0,426,632.6548043,,1.094285011291504,,,1779638279.4039233,3740
,4100.0,427,633.7313442,,1.0967377424240112,,,1779638280.4804585,3740
,4110.0,428,634.7742922,,1.1156253814697266,,,1779638281.5235045,3740
,4120.0,429,635.8038655,,1.0629472732543945,,,1779638282.5529828,3740
,4130.0,430,636.8350638,,1.0796910524368286,,,1779638283.5841794,3740
,4140.0,431,637.9077433,,1.067839503288269,,,1779638284.6568594,3740
,4150.0,432,638.987804,,1.0934436321258545,,,1779638285.7369223,3740
,4160.0,433,640.0421689,,1.0706558227539062,,,1779638286.791288,3740
,4170.0,434,641.1360362,,1.0755399465560913,,,1779638287.884243,3740
,4180.0,435,642.1791192,,1.0538103580474854,,,1779638288.9282382,3740
,4190.0,436,643.248445,,1.0989923477172852,,,1779638289.9975638,3740
,4200.0,437,644.3269781,,1.0674855709075928,,,1779638291.076097,3740
,4210.0,438,645.3853714,,1.071116328239441,,,1779638292.1344893,3740
,4220.0,439,646.424634,,1.0825973749160767,,,1779638293.1737459,3740
,4230.0,440,647.4683723,,1.0691970586776733,,,1779638294.2174928,3740
,4240.0,441,648.5075792,,1.0684212446212769,,,1779638295.2566953,3740
0.9426259398460388,4250.0,442,662.0352391,1.5005865097045898,,,0.00015103031213214996,1779638308.78389,3740
,4250.0,443,662.1441254,,1.0779109001159668,,,1779638308.8932452,3740
,4260.0,444,663.1706647,,1.0526061058044434,,,1779638309.919562,3740
,4270.0,445,664.2007519,,1.0621057748794556,,,1779638310.9490626,3740
,4280.0,446,665.2361695,,1.0387917757034302,,,1779638311.9852133,3740
,4290.0,447,666.2780173,,1.0806388854980469,,,1779638313.0270271,3740
,4300.0,448,667.3117513,,1.071019172668457,,,1779638314.060871,3740
,4310.0,449,668.4174376,,1.0465412139892578,,,1779638315.1665578,3740
,4320.0,450,669.4965508,,1.0515503883361816,,,1779638316.2454658,3740
,4330.0,451,670.5593809,,1.0920991897583008,,,1779638317.3083518,3740
,4340.0,452,671.5945704,,1.0623011589050293,,,1779638318.3428254,3740
,4350.0,453,672.625605,,1.0710300207138062,,,1779638319.374718,3740
,4360.0,454,673.6581028,,1.081429123878479,,,1779638320.407076,3740
,4370.0,455,674.6933816,,1.0770357847213745,,,1779638321.442472,3740
,4380.0,456,675.7296012,,1.0666477680206299,,,1779638322.4783256,3740
,4390.0,457,676.7582271,,1.0524019002914429,,,1779638323.5073423,3740
,4400.0,458,677.786458,,1.0373146533966064,,,1779638324.535544,3740
,4410.0,459,678.8165444,,1.0838967561721802,,,1779638325.5656629,3740
,4420.0,460,679.8446606,,1.1058427095413208,,,1779638326.5936906,3740
,4430.0,461,680.877616,,1.0358339548110962,,,1779638327.6266038,3740
,4440.0,462,681.8940252,,1.0499000549316406,,,1779638328.6431453,3740
,4450.0,463,682.9517002,,1.0541620254516602,,,1779638329.7008195,3740
,4460.0,464,684.0480214,,1.068095088005066,,,1779638330.7969325,3740
,4470.0,465,685.0762571,,1.0505328178405762,,,1779638331.8251796,3740
,4480.0,466,686.1028916,,1.0785967111587524,,,1779638332.8520117,3740
,4490.0,467,687.1300053,,1.059617042541504,,,1779638333.8791237,3740
0.9285401105880737,4500.0,468,700.7059097,1.5065093040466309,,,0.00012292491384519912,1779638347.4545367,3740
,4500.0,469,700.8136887,,1.073761224746704,,,1779638347.5627813,3740
,4510.0,470,701.8453935,,1.0822999477386475,,,1779638348.594513,3740
,4520.0,471,702.8770217,,1.064441442489624,,,1779638349.626,3740
,4530.0,472,703.8979014,,1.0383042097091675,,,1779638350.6467009,3740
,4540.0,473,704.9297576,,1.0535860061645508,,,1779638351.678877,3740
,4550.0,474,705.9563229,,1.0619678497314453,,,1779638352.7053728,3740
,4560.0,475,706.9772636,,1.0532046556472778,,,1779638353.7263834,3740
,4570.0,476,707.9955521,,1.0891133546829224,,,1779638354.7443922,3740
,4580.0,477,709.0192405,,1.0634106397628784,,,1779638355.7682421,3740
,4590.0,478,710.0937606,,1.0526844263076782,,,1779638356.842862,3740
,4600.0,479,711.1241841,,1.0591328144073486,,,1779638357.8732717,3740
,4610.0,480,712.1573743,,1.081444501876831,,,1779638358.9064682,3740
,4620.0,481,713.1853305,,1.1016193628311157,,,1779638359.9344497,3740
,4630.0,482,714.2139761,,1.0659416913986206,,,1779638360.963094,3740
,4640.0,483,715.2440132,,1.0545573234558105,,,1779638361.9931333,3740
,4650.0,484,716.2774939,,1.0765314102172852,,,1779638363.0264037,3740
,4660.0,485,717.3011611,,1.0759748220443726,,,1779638364.0502784,3740
,4670.0,486,718.33226,,1.0454777479171753,,,1779638365.0803773,3740
,4680.0,487,719.3658924,,1.0627691745758057,,,1779638366.1140084,3740
,4690.0,488,720.3943932,,1.0423310995101929,,,1779638367.1434002,3740
,4700.0,489,721.4249183,,1.0652456283569336,,,1779638368.174038,3740
,4710.0,490,722.44035,,1.0568339824676514,,,1779638369.189181,3740
,4720.0,491,723.4702103,,1.028709053993225,,,1779638370.2193255,3740
,4730.0,492,724.4930928,,1.0242387056350708,,,1779638371.241326,3740
,4740.0,493,725.5222862,,1.0356777906417847,,,1779638372.271404,3740
0.9130798578262329,4750.0,494,739.0849808,1.5229706764221191,,,0.00010576819746349742,1779638385.8340235,3740
,4750.0,495,739.1898502,,1.0258911848068237,,,1779638385.9380362,3740
,4760.0,496,740.2170222,,1.0556503534317017,,,1779638386.9660137,3740
,4770.0,497,741.2827195,,1.0664244890213013,,,1779638388.0317886,3740
,4780.0,498,742.3047759,,1.0590897798538208,,,1779638389.053601,3740
,4790.0,499,743.3328632,,1.0472640991210938,,,1779638390.0817554,3740
,4800.0,500,744.3571977,,1.0707967281341553,,,1779638391.1068218,3740
,4810.0,501,745.3762051,,1.0524015426635742,,,1779638392.1253242,3740
,4820.0,502,746.4105821,,1.0317208766937256,,,1779638393.1597018,3740
,4830.0,503,747.4491231,,1.0469191074371338,,,1779638394.1982403,3740
,4840.0,504,748.4874692,,1.0527373552322388,,,1779638395.2365863,3740
,4850.0,505,749.5342236,,1.0501782894134521,,,1779638396.2833438,3740
,4860.0,506,750.6010876,,1.0639605522155762,,,1779638397.3502064,3740
,4870.0,507,751.6272216,,1.0349106788635254,,,1779638398.3763359,3740
,4880.0,508,752.7245847,,1.0390260219573975,,,1779638399.4728415,3740
,4890.0,509,753.7779274,,1.0212254524230957,,,1779638400.5267959,3740
,4900.0,510,754.8096803,,1.029780387878418,,,1779638401.5587988,3740
,4910.0,511,755.8421604,,1.0098570585250854,,,1779638402.5912783,3740
,4920.0,512,756.8710999,,1.0197621583938599,,,1779638403.620219,3740
,4930.0,513,757.901733,,1.0143084526062012,,,1779638404.6508517,3740
,4940.0,514,758.93771,,1.0378533601760864,,,1779638405.685667,3740
,4950.0,515,759.9716168,,1.0578036308288574,,,1779638406.720736,3740
,4960.0,516,761.0009053,,1.038216233253479,,,1779638407.749485,3740
,4970.0,517,762.0369135,,1.0426887273788452,,,1779638408.786033,3740
,4980.0,518,763.0620935,,1.0577068328857422,,,1779638409.811128,3740
,4990.0,519,764.0932291,,1.026185154914856,,,1779638410.8421748,3740
0.9040089249610901,5000.0,520,777.651789,1.5214059352874756,,,0.0001,1779638424.4000132,3740
,5000.0,521,777.755342,,1.0397013425827026,,,1779638424.5044584,3740
,,522,778.3889842,,,"{'path': 'media/html/Sample Generation_522_ad09c5215bddd05e4c19.html', 'size': 271, '_type': 'html-file', 'sha256': 'ad09c5215bddd05e4c19b1adebe84682f51d06f9c4b04e07c67fad472595326c'}",,1779638425.1378,3740
